customer_id,month,active_users,sessions,feature_adoption_score,api_calls
376,2025-08-01,1,45,0.67,186
376,2025-09-01,1,40,0.61,298
376,2025-10-01,1,16,0.59,68
376,2025-11-01,1,35,0.31,221
376,2025-12-01,2,36,0.81,178
376,2026-01-01,1,32,0.66,88
376,2026-02-01,1,22,0.62,110
376,2026-03-01,1,37,0.49,137
376,2026-04-01,1,15,0.75,95
376,2026-05-01,2,18,0.52,135
376,2026-06-01,1,22,1.0,58
376,2026-07-01,1,24,0.53,60
377,2025-05-01,184,300,0.66,1504
377,2025-06-01,137,314,0.61,1400
377,2025-07-01,106,290,0.91,696
377,2025-08-01,176,307,0.63,1587
377,2025-09-01,182,310,0.62,1298
377,2025-10-01,120,300,0.58,1123
377,2025-11-01,105,302,0.49,1210
377,2025-12-01,143,292,0.74,2233
377,2026-01-01,97,320,0.59,1132
377,2026-02-01,140,298,0.69,1538
377,2026-03-01,155,327,0.53,1732
377,2026-04-01,106,329,0.55,1916
377,2026-05-01,99,324,0.61,1484
377,2026-06-01,72,329,0.82,1505
377,2026-07-01,155,313,0.47,1413
378,2025-06-01,37,123,0.64,421
378,2025-07-01,54,147,0.69,619
378,2025-08-01,32,122,0.52,501
378,2025-09-01,53,145,0.5,469
378,2025-10-01,39,117,0.43,764
378,2025-11-01,50,142,0.65,327
378,2025-12-01,28,117,0.41,928
378,2026-01-01,35,129,0.6,957
378,2026-02-01,30,118,0.38,255
378,2026-03-01,48,117,0.62,747
378,2026-04-01,21,138,0.65,758
378,2026-05-01,22,122,0.97,706
378,2026-06-01,52,146,0.38,639
378,2026-07-01,18,139,0.61,592
379,2025-03-01,28,146,0.31,1110
379,2025-04-01,22,140,0.36,362
379,2025-05-01,31,140,0.5,751
379,2025-06-01,23,110,0.41,838
379,2025-07-01,30,114,0.71,489
379,2025-08-01,24,125,0.76,252
379,2025-09-01,29,134,0.64,1035
379,2025-10-01,14,144,0.61,744
379,2025-11-01,11,139,0.52,643
379,2025-12-01,30,137,0.46,1037
379,2026-01-01,25,117,0.74,421
379,2026-02-01,19,118,0.65,819
379,2026-03-01,14,137,0.51,403
379,2026-04-01,11,127,0.42,290
379,2026-05-01,24,116,0.47,846
379,2026-06-01,28,117,0.86,826
379,2026-07-01,26,132,0.56,653
380,2024-08-01,9,51,0.48,256
380,2024-09-01,9,71,0.55,238
380,2024-10-01,9,45,0.49,237
380,2024-11-01,6,66,0.5,319
380,2024-12-01,5,44,0.63,330
380,2025-01-01,7,58,0.59,248
380,2025-02-01,7,62,0.79,243
380,2025-03-01,5,49,0.71,319
380,2025-04-01,5,59,0.45,184
380,2025-05-01,8,59,0.35,294
380,2025-06-01,5,62,0.83,434
380,2025-07-01,6,75,0.56,435
380,2025-08-01,8,49,0.7,126
380,2025-09-01,3,52,0.77,179
380,2025-10-01,6,52,0.49,346
380,2025-11-01,9,44,0.49,162
380,2025-12-01,5,46,0.63,313
380,2026-01-01,6,79,0.68,277
380,2026-02-01,5,51,0.68,318
380,2026-03-01,3,56,0.36,175
380,2026-04-01,4,54,0.38,250
380,2026-05-01,5,43,0.75,310
380,2026-06-01,7,47,0.44,334
380,2026-07-01,7,60,0.49,468
381,2026-04-01,34,122,0.75,449
381,2026-05-01,32,113,0.71,232
381,2026-06-01,56,121,0.41,428
381,2026-07-01,31,117,0.67,468
382,2024-10-01,20,119,0.77,251
382,2024-11-01,37,122,0.63,360
382,2024-12-01,20,138,0.38,406
382,2025-01-01,19,115,0.73,717
382,2025-02-01,25,127,0.72,388
382,2025-03-01,18,138,0.7,701
382,2025-04-01,19,136,0.53,324
382,2025-05-01,16,145,0.48,360
382,2025-06-01,27,149,0.17,995
382,2025-07-01,35,146,0.49,519
382,2025-08-01,39,144,0.76,512
382,2025-09-01,35,112,0.54,366
382,2025-10-01,25,112,0.67,274
382,2025-11-01,39,123,0.63,647
382,2025-12-01,20,136,0.79,473
382,2026-01-01,34,118,0.71,508
382,2026-02-01,26,133,0.71,902
382,2026-03-01,34,111,0.48,791
382,2026-04-01,40,112,0.78,773
382,2026-05-01,44,126,0.48,856
382,2026-06-01,34,149,0.86,337
382,2026-07-01,26,114,0.7,408
383,2025-07-01,18,113,0.34,607
383,2025-08-01,27,129,0.43,409
383,2025-09-01,25,127,0.47,690
383,2025-10-01,23,131,0.63,1016
383,2025-11-01,20,129,0.52,796
383,2025-12-01,18,141,0.63,586
383,2026-01-01,10,131,0.46,371
383,2026-02-01,26,111,0.52,480
383,2026-03-01,21,128,0.48,965
383,2026-04-01,28,149,0.72,1104
383,2026-05-01,23,112,0.75,671
383,2026-06-01,24,126,0.43,454
383,2026-07-01,18,144,0.6,670
384,2024-08-01,3,26,0.53,199
384,2024-09-01,1,14,0.72,67
384,2024-10-01,2,27,0.36,114
384,2024-11-01,1,29,0.69,58
384,2024-12-01,3,45,0.73,274
384,2025-01-01,1,15,0.61,113
384,2025-02-01,3,18,0.54,116
384,2025-03-01,2,27,0.7,69
384,2025-04-01,2,10,0.67,38
384,2025-05-01,2,38,0.54,172
384,2025-06-01,1,29,0.73,207
384,2025-07-01,1,13,0.56,33
384,2025-08-01,1,37,0.58,210
384,2025-09-01,2,39,0.25,240
384,2025-10-01,2,33,0.39,191
384,2025-11-01,2,20,0.61,117
384,2025-12-01,1,21,0.48,60
384,2026-01-01,2,19,0.68,69
384,2026-02-01,1,14,0.59,90
384,2026-03-01,2,41,0.54,308
384,2026-04-01,2,33,0.62,204
384,2026-05-01,2,48,0.58,235
384,2026-06-01,3,27,0.72,139
384,2026-07-01,1,47,0.76,111
385,2026-02-01,16,48,0.56,131
385,2026-03-01,8,68,0.36,177
385,2026-04-01,8,43,0.82,251
385,2026-05-01,13,52,1.0,302
385,2026-06-01,6,57,0.61,176
385,2026-07-01,8,70,0.65,458
386,2024-08-01,5,45,0.57,164
386,2024-09-01,9,73,0.56,287
386,2024-10-01,7,58,0.81,387
386,2024-11-01,8,67,0.62,518
386,2024-12-01,7,57,0.94,337
386,2025-01-01,5,41,0.57,230
386,2025-02-01,5,61,0.58,480
386,2025-03-01,8,52,0.38,109
386,2025-04-01,5,40,0.65,101
386,2025-05-01,6,46,0.82,106
386,2025-06-01,9,66,0.72,309
386,2025-07-01,4,62,0.53,131
386,2025-08-01,9,75,0.62,558
386,2025-09-01,8,64,0.81,417
386,2025-10-01,8,51,0.66,167
386,2025-11-01,3,73,0.56,193
386,2025-12-01,8,60,0.32,190
386,2026-01-01,6,44,0.25,138
386,2026-02-01,3,75,0.52,398
386,2026-03-01,8,72,0.46,364
386,2026-04-01,6,70,0.69,367
386,2026-05-01,9,46,0.57,213
386,2026-06-01,4,46,0.54,277
386,2026-07-01,9,66,0.63,322
387,2026-03-01,71,292,0.57,747
387,2026-04-01,57,308,0.51,665
387,2026-05-01,33,297,0.39,890
387,2026-06-01,33,295,0.51,2317
387,2026-07-01,37,311,0.74,1510
388,2025-09-01,114,291,0.82,2005
388,2025-10-01,88,317,0.59,2255
388,2025-11-01,164,326,0.58,2084
388,2025-12-01,91,320,0.42,1453
388,2026-01-01,164,300,0.5,881
388,2026-02-01,161,324,0.8,1627
388,2026-03-01,95,295,0.61,1508
388,2026-04-01,138,319,0.6,2027
388,2026-05-01,124,329,0.7,745
388,2026-06-01,71,301,0.87,1355
388,2026-07-01,130,310,0.72,2098
389,2024-08-01,137,302,0.58,2224
389,2024-09-01,203,313,0.47,2238
389,2024-10-01,112,305,0.74,2427
389,2024-11-01,96,316,0.52,975
389,2024-12-01,204,326,0.61,1621
389,2025-01-01,151,313,0.56,1280
389,2025-02-01,181,313,0.83,908
389,2025-03-01,175,328,0.69,746
389,2025-04-01,175,323,0.68,1730
389,2025-05-01,197,310,0.48,1124
389,2025-06-01,152,315,0.42,2439
389,2025-07-01,108,319,0.66,1327
389,2025-08-01,80,304,0.78,1325
389,2025-09-01,93,329,0.57,1345
389,2025-10-01,149,306,0.72,1651
389,2025-11-01,208,325,0.6,1769
389,2025-12-01,119,319,0.91,679
389,2026-01-01,214,314,0.55,1560
389,2026-02-01,208,328,0.51,1061
389,2026-03-01,157,306,0.82,1238
389,2026-04-01,158,296,0.42,1692
389,2026-05-01,110,304,0.68,1515
389,2026-06-01,116,319,0.68,1067
389,2026-07-01,144,329,0.74,2014
390,2024-08-01,2,42,0.63,87
390,2024-09-01,3,48,0.83,138
390,2024-10-01,2,35,0.48,126
390,2024-11-01,2,15,0.76,115
390,2024-12-01,1,19,0.49,69
390,2025-01-01,1,33,0.71,67
390,2025-02-01,3,19,0.93,140
390,2025-03-01,2,35,0.73,182
390,2025-04-01,3,45,0.53,305
390,2025-05-01,2,43,0.44,211
390,2025-06-01,2,42,0.48,290
390,2025-07-01,1,19,0.15,74
390,2025-08-01,1,38,0.33,281
390,2025-09-01,2,36,0.56,128
390,2025-10-01,3,13,0.78,68
390,2025-11-01,1,18,0.65,88
390,2025-12-01,2,21,0.68,125
390,2026-01-01,1,48,0.48,330
390,2026-02-01,1,35,0.43,160
390,2026-03-01,3,27,0.75,60
390,2026-04-01,3,24,0.56,133
390,2026-05-01,2,14,0.53,98
390,2026-06-01,1,23,0.72,133
390,2026-07-01,2,21,0.72,163
391,2025-01-01,1,48,0.68,251
391,2025-02-01,1,36,0.48,180
391,2025-03-01,1,33,0.59,191
391,2025-04-01,1,27,0.53,111
391,2025-05-01,1,35,0.74,154
391,2025-06-01,1,30,0.6,114
391,2025-07-01,1,28,0.6,84
391,2025-08-01,1,16,0.56,110
391,2025-09-01,1,28,0.75,179
391,2025-10-01,1,28,0.57,157
391,2025-11-01,1,46,0.44,185
391,2025-12-01,1,21,0.57,121
391,2026-01-01,1,32,0.72,176
391,2026-02-01,1,35,0.53,265
391,2026-03-01,1,46,0.57,353
391,2026-04-01,1,43,0.33,111
391,2026-05-01,1,22,0.79,112
391,2026-06-01,1,10,0.56,43
391,2026-07-01,1,27,0.81,209
392,2025-09-01,37,138,0.65,655
392,2025-10-01,26,112,0.75,505
392,2025-11-01,44,136,0.51,708
392,2025-12-01,28,122,1.0,937
392,2026-01-01,17,122,0.52,764
392,2026-02-01,35,132,0.81,264
392,2026-03-01,16,111,0.82,370
392,2026-04-01,22,142,0.46,720
392,2026-05-01,40,127,0.9,725
392,2026-06-01,23,142,0.61,575
392,2026-07-01,29,136,0.73,771
393,2026-03-01,19,139,0.56,909
393,2026-04-01,34,128,0.53,326
393,2026-05-01,21,116,0.67,407
393,2026-06-01,22,121,0.72,522
393,2026-07-01,28,145,0.43,1036
394,2024-08-01,2,77,0.53,353
394,2024-09-01,2,55,0.6,375
394,2024-10-01,3,49,0.32,381
394,2024-11-01,3,62,0.52,365
394,2024-12-01,1,62,0.27,178
394,2025-01-01,1,71,0.7,277
394,2025-02-01,4,41,0.58,322
394,2025-03-01,2,66,0.46,287
394,2025-04-01,3,70,0.57,148
394,2025-05-01,3,60,0.69,269
394,2025-06-01,1,66,0.61,352
394,2025-07-01,2,43,0.43,252
394,2025-08-01,2,66,0.57,363
394,2025-09-01,2,74,0.45,526
394,2025-10-01,3,65,0.7,368
394,2025-11-01,2,59,0.33,332
394,2025-12-01,4,44,0.83,107
394,2026-01-01,1,66,0.52,309
394,2026-02-01,3,42,0.5,146
394,2026-03-01,1,54,0.54,184
394,2026-04-01,3,76,0.51,328
394,2026-05-01,1,47,0.77,184
394,2026-06-01,3,40,0.77,251
394,2026-07-01,3,64,0.85,354
395,2026-05-01,1,20,0.54,51
395,2026-06-01,1,16,0.7,62
395,2026-07-01,1,21,0.41,123
396,2024-08-01,4,50,0.6,157
396,2024-09-01,4,45,0.6,236
396,2024-10-01,4,67,0.62,505
396,2024-11-01,5,79,0.57,364
396,2024-12-01,4,56,0.66,174
396,2025-01-01,7,63,0.43,242
396,2025-02-01,8,78,0.78,436
396,2025-03-01,10,50,0.61,361
396,2025-04-01,8,50,0.63,314
396,2025-05-01,4,75,0.65,424
396,2025-06-01,8,51,0.75,119
396,2025-07-01,10,62,0.68,179
396,2025-08-01,7,46,0.72,318
396,2025-09-01,4,59,0.63,215
396,2025-10-01,6,46,0.66,112
396,2025-11-01,6,73,0.6,453
396,2025-12-01,4,66,0.28,360
396,2026-01-01,5,53,0.77,124
396,2026-02-01,7,63,0.8,446
396,2026-03-01,7,44,0.62,224
396,2026-04-01,9,64,0.55,235
396,2026-05-01,5,42,0.44,318
396,2026-06-01,9,55,0.6,339
396,2026-07-01,5,47,0.59,271
397,2026-04-01,132,329,0.72,1448
397,2026-05-01,170,294,0.79,1556
397,2026-06-01,165,295,0.41,1836
397,2026-07-01,163,329,0.48,1597
398,2025-07-01,4,44,0.55,216
398,2025-08-01,2,73,0.58,353
398,2025-09-01,4,61,0.7,144
398,2025-10-01,2,41,0.38,278
398,2025-11-01,2,56,0.67,341
398,2025-12-01,3,47,0.48,204
398,2026-01-01,4,46,0.44,221
398,2026-02-01,1,44,0.71,167
398,2026-03-01,1,50,0.45,182
398,2026-04-01,2,43,0.48,241
398,2026-05-01,2,64,0.65,453
398,2026-06-01,2,57,0.83,264
398,2026-07-01,2,46,0.69,287
399,2025-06-01,4,66,0.56,266
399,2025-07-01,3,62,0.76,209
399,2025-08-01,4,52,0.6,358
399,2025-09-01,3,60,0.5,177
399,2025-10-01,6,56,0.81,317
399,2025-11-01,4,67,0.58,206
399,2025-12-01,7,60,0.81,260
399,2026-01-01,3,74,0.9,387
399,2026-02-01,5,44,0.72,273
399,2026-03-01,4,79,0.68,549
399,2026-04-01,4,70,0.46,366
399,2026-05-01,3,75,0.65,230
399,2026-06-01,3,41,0.62,155
399,2026-07-01,6,44,0.96,188
400,2024-08-01,8,55,0.5,251
400,2024-09-01,7,57,0.47,140
400,2024-10-01,15,69,0.56,444
400,2024-11-01,8,40,0.77,209
400,2024-12-01,10,70,0.7,338
400,2025-01-01,10,62,0.92,285
400,2025-02-01,14,58,0.81,323
400,2025-03-01,9,68,0.72,529
400,2025-04-01,9,68,0.55,462
400,2025-05-01,8,42,0.81,142
400,2025-06-01,11,69,0.57,295
400,2025-07-01,9,76,0.8,587
400,2025-08-01,6,66,0.64,454
400,2025-09-01,11,60,0.74,372
400,2025-10-01,8,71,0.56,545
400,2025-11-01,11,48,0.57,200
400,2025-12-01,6,70,0.72,176
400,2026-01-01,6,44,0.81,247
400,2026-02-01,5,43,0.6,152
400,2026-03-01,6,61,0.61,398
400,2026-04-01,8,42,0.47,173
400,2026-05-01,7,41,0.41,240
400,2026-06-01,12,67,0.54,214
400,2026-07-01,11,64,0.44,233
401,2025-09-01,1,23,0.48,170
401,2025-10-01,1,41,0.19,202
401,2025-11-01,1,31,0.91,91
401,2025-12-01,1,10,0.65,70
401,2026-01-01,1,45,0.64,279
401,2026-02-01,1,11,0.61,40
401,2026-03-01,1,33,0.72,258
401,2026-04-01,1,10,0.8,58
401,2026-05-01,1,31,0.72,230
401,2026-06-01,1,46,0.63,184
401,2026-07-01,1,16,0.72,79
402,2024-08-01,1,42,0.7,318
402,2024-09-01,1,42,0.7,282
402,2024-10-01,1,23,0.75,117
402,2024-11-01,1,28,0.87,165
402,2024-12-01,1,24,0.65,84
402,2025-01-01,1,18,0.93,130
402,2025-02-01,1,30,0.52,94
402,2025-03-01,1,20,0.78,79
402,2025-04-01,1,28,0.56,125
402,2025-05-01,1,13,0.61,68
402,2025-06-01,1,49,0.48,232
402,2025-07-01,1,14,0.3,76
402,2025-08-01,1,44,0.64,304
402,2025-09-01,1,37,0.69,235
402,2025-10-01,1,41,0.48,258
402,2025-11-01,1,25,0.41,106
402,2025-12-01,1,42,0.58,269
402,2026-01-01,1,33,0.53,82
402,2026-02-01,1,29,0.89,184
402,2026-03-01,1,24,0.71,145
402,2026-04-01,1,33,0.53,76
402,2026-05-01,1,46,0.66,116
402,2026-06-01,1,41,0.67,181
402,2026-07-01,1,25,0.65,149
403,2024-10-01,2,16,0.45,93
403,2024-11-01,3,41,0.6,274
403,2024-12-01,4,29,0.6,212
403,2025-01-01,3,41,0.54,199
403,2025-02-01,3,49,0.67,295
403,2025-03-01,3,21,0.57,94
403,2025-04-01,4,29,0.75,153
403,2025-05-01,1,49,0.85,221
403,2025-06-01,1,45,0.76,101
403,2025-07-01,1,41,0.56,274
403,2025-08-01,3,10,0.62,23
403,2025-09-01,2,29,0.32,87
403,2025-10-01,1,43,0.33,130
403,2025-11-01,1,37,0.36,102
403,2025-12-01,4,18,0.54,98
403,2026-01-01,2,35,0.51,210
403,2026-02-01,4,24,0.32,164
403,2026-03-01,2,17,0.51,84
403,2026-04-01,2,34,0.66,116
403,2026-05-01,4,18,0.52,123
403,2026-06-01,2,15,0.49,72
403,2026-07-01,3,17,0.61,81
404,2026-05-01,36,126,0.66,715
404,2026-06-01,34,119,0.7,254
404,2026-07-01,32,127,0.57,264
405,2025-05-01,5,58,0.74,312
405,2025-06-01,8,49,0.81,184
405,2025-07-01,5,68,0.29,234
405,2025-08-01,6,69,0.69,168
405,2025-09-01,6,70,0.5,378
405,2025-10-01,4,73,0.8,386
405,2025-11-01,4,67,0.55,134
405,2025-12-01,4,50,0.65,387
405,2026-01-01,7,76,0.45,416
405,2026-02-01,3,77,0.67,456
405,2026-03-01,4,70,0.69,441
405,2026-04-01,5,42,0.97,282
405,2026-05-01,7,48,0.54,232
405,2026-06-01,6,78,0.46,198
405,2026-07-01,3,63,0.56,167
406,2025-03-01,36,130,0.35,856
406,2025-04-01,32,139,0.66,538
406,2025-05-01,20,126,0.61,721
406,2025-06-01,24,111,0.32,685
406,2025-07-01,50,139,0.55,439
406,2025-08-01,37,148,0.83,987
406,2025-09-01,48,138,0.4,520
406,2025-10-01,47,149,0.51,1120
406,2025-11-01,45,119,0.52,271
406,2025-12-01,52,117,0.53,571
406,2026-01-01,44,118,0.57,487
406,2026-02-01,26,123,0.78,721
406,2026-03-01,43,114,0.51,751
406,2026-04-01,38,140,0.46,336
406,2026-05-01,44,146,0.79,359
406,2026-06-01,49,129,0.41,712
406,2026-07-01,24,134,0.53,931
407,2025-08-01,31,135,0.85,781
407,2025-09-01,25,138,0.77,305
407,2025-10-01,31,125,0.42,698
407,2025-11-01,27,127,0.71,484
407,2025-12-01,32,143,0.58,1043
407,2026-01-01,16,132,0.69,880
407,2026-02-01,31,141,0.77,660
407,2026-03-01,25,113,0.79,450
407,2026-04-01,29,115,0.76,285
407,2026-05-01,36,144,0.5,1035
407,2026-06-01,31,116,0.82,615
407,2026-07-01,24,123,0.64,658
408,2024-08-01,44,304,0.46,1534
408,2024-09-01,36,294,0.44,1182
408,2024-10-01,49,328,0.72,701
408,2024-11-01,77,308,0.67,1237
408,2024-12-01,80,311,0.38,2028
408,2025-01-01,48,290,0.67,814
408,2025-02-01,46,297,0.66,731
408,2025-03-01,38,329,0.44,658
408,2025-04-01,92,299,0.32,1908
408,2025-05-01,61,309,0.57,1058
408,2025-06-01,83,292,0.79,893
408,2025-07-01,92,309,0.62,2251
408,2025-08-01,45,293,0.85,1735
408,2025-09-01,79,307,0.71,1015
408,2025-10-01,70,312,0.69,1586
408,2025-11-01,38,323,0.58,2284
408,2025-12-01,79,320,0.62,2390
408,2026-01-01,79,294,0.49,1255
408,2026-02-01,72,310,0.68,1604
408,2026-03-01,87,315,0.62,679
408,2026-04-01,66,308,0.42,2014
408,2026-05-01,80,292,0.41,2203
408,2026-06-01,92,313,0.63,1809
408,2026-07-01,91,305,0.55,1312
409,2024-08-01,5,64,0.7,482
409,2024-09-01,5,50,0.62,200
409,2024-10-01,9,70,0.84,184
409,2024-11-01,4,47,0.44,251
409,2024-12-01,5,56,0.63,337
409,2025-01-01,3,67,0.38,292
409,2025-02-01,9,67,0.51,293
409,2025-03-01,8,67,0.62,235
409,2025-04-01,4,63,0.44,279
409,2025-05-01,8,59,0.24,248
409,2025-06-01,4,67,0.7,428
409,2025-07-01,8,42,0.6,225
409,2025-08-01,3,49,0.66,278
409,2025-09-01,3,50,0.34,231
409,2025-10-01,9,52,0.54,262
409,2025-11-01,9,45,0.7,241
409,2025-12-01,6,44,0.71,283
409,2026-01-01,9,67,0.74,435
409,2026-02-01,6,77,0.73,368
409,2026-03-01,5,73,0.52,246
409,2026-04-01,7,59,0.65,348
409,2026-05-01,8,50,1.0,296
409,2026-06-01,9,47,0.58,336
409,2026-07-01,8,55,0.7,436
410,2024-10-01,10,55,0.53,363
410,2024-11-01,8,65,0.46,483
410,2024-12-01,9,45,0.54,258
410,2025-01-01,12,53,0.49,138
410,2025-02-01,17,48,0.76,230
410,2025-03-01,9,53,0.78,294
410,2025-04-01,16,56,0.76,163
410,2025-05-01,12,68,0.79,165
410,2025-06-01,13,75,0.32,509
410,2025-07-01,9,66,0.81,402
410,2025-08-01,7,53,0.85,203
410,2025-09-01,15,50,0.44,309
410,2025-10-01,12,44,0.84,210
410,2025-11-01,11,51,0.25,162
410,2025-12-01,14,73,0.59,181
410,2026-01-01,6,40,0.61,189
410,2026-02-01,6,56,0.34,419
410,2026-03-01,6,48,0.65,189
410,2026-04-01,10,78,0.32,518
410,2026-05-01,8,74,0.8,497
410,2026-06-01,10,79,0.62,396
410,2026-07-01,8,53,0.56,202
411,2024-08-01,7,118,0.83,286
411,2024-09-01,12,133,0.69,732
411,2024-10-01,17,147,0.43,935
411,2024-11-01,6,119,0.58,247
411,2024-12-01,6,127,0.58,273
411,2025-01-01,17,111,0.5,518
411,2025-02-01,10,132,0.35,264
411,2025-03-01,11,149,0.6,327
411,2025-04-01,7,147,0.57,982
411,2025-05-01,15,110,0.44,663
411,2025-06-01,8,138,0.33,611
411,2025-07-01,7,142,0.75,668
411,2025-08-01,10,132,0.65,880
411,2025-09-01,6,116,0.42,381
411,2025-10-01,16,132,0.36,682
411,2025-11-01,9,139,0.95,616
411,2025-12-01,15,149,0.69,1178
411,2026-01-01,16,118,0.59,239
411,2026-02-01,6,139,0.74,344
411,2026-03-01,7,131,0.64,502
411,2026-04-01,6,120,0.35,437
411,2026-05-01,16,114,0.6,287
411,2026-06-01,17,137,0.86,614
411,2026-07-01,16,145,0.6,1081
412,2025-01-01,22,111,0.64,429
412,2025-02-01,14,129,0.69,1003
412,2025-03-01,14,147,0.44,735
412,2025-04-01,15,129,0.75,442
412,2025-05-01,9,130,0.73,997
412,2025-06-01,19,145,0.61,328
412,2025-07-01,9,141,0.82,755
412,2025-08-01,24,130,0.59,741
412,2025-09-01,22,114,0.46,472
412,2025-10-01,21,120,0.47,768
412,2025-11-01,16,139,0.84,882
412,2025-12-01,15,120,0.65,345
412,2026-01-01,11,143,0.7,817
412,2026-02-01,17,114,0.61,840
412,2026-03-01,15,131,0.57,924
412,2026-04-01,23,134,0.5,795
412,2026-05-01,20,118,0.66,532
412,2026-06-01,19,138,0.75,641
412,2026-07-01,19,141,0.55,439
413,2024-08-01,29,138,0.52,596
413,2024-09-01,52,121,0.46,901
413,2024-10-01,49,134,0.35,787
413,2024-11-01,36,115,0.62,406
413,2024-12-01,45,133,0.72,1028
413,2025-01-01,45,135,0.74,841
413,2025-02-01,37,129,0.43,760
413,2025-03-01,48,146,0.46,566
413,2025-04-01,21,126,0.63,751
413,2025-05-01,49,131,0.53,886
413,2025-06-01,23,127,0.58,770
413,2025-07-01,30,120,0.67,704
413,2025-08-01,54,125,0.68,818
413,2025-09-01,54,123,0.46,790
413,2025-10-01,53,111,0.52,880
413,2025-11-01,52,114,0.83,292
413,2025-12-01,47,118,0.74,592
413,2026-01-01,31,124,0.54,318
413,2026-02-01,44,135,0.72,802
413,2026-03-01,42,122,0.44,547
413,2026-04-01,54,143,0.65,462
413,2026-05-01,52,148,0.6,554
413,2026-06-01,22,149,0.52,334
413,2026-07-01,41,149,0.63,817
414,2025-02-01,11,58,0.81,328
414,2025-03-01,11,67,0.53,183
414,2025-04-01,15,51,0.89,228
414,2025-05-01,9,40,0.55,161
414,2025-06-01,15,57,0.55,226
414,2025-07-01,16,60,0.81,254
414,2025-08-01,15,72,0.82,307
414,2025-09-01,13,42,0.52,144
414,2025-10-01,8,72,0.71,530
414,2025-11-01,12,57,0.79,213
414,2025-12-01,13,44,0.39,123
414,2026-01-01,16,53,0.05,245
414,2026-02-01,8,52,0.77,292
414,2026-03-01,13,40,0.5,245
414,2026-04-01,13,68,0.58,380
414,2026-05-01,13,70,0.57,359
414,2026-06-01,16,72,0.87,382
414,2026-07-01,12,66,0.75,225
415,2024-08-01,44,142,0.75,594
415,2024-09-01,52,147,0.21,903
415,2024-10-01,49,116,0.77,501
415,2024-11-01,57,129,0.39,659
415,2024-12-01,38,136,0.5,1038
415,2025-01-01,43,130,0.61,985
415,2025-02-01,62,126,0.56,492
415,2025-03-01,24,149,0.5,752
415,2025-04-01,56,145,0.39,934
415,2025-05-01,43,135,0.75,1001
415,2025-06-01,39,116,0.79,793
415,2025-07-01,24,124,0.39,262
415,2025-08-01,51,144,0.53,1075
415,2025-09-01,34,147,0.64,906
415,2025-10-01,55,114,0.66,786
415,2025-11-01,51,128,0.58,752
415,2025-12-01,24,125,0.25,465
415,2026-01-01,27,114,0.57,772
415,2026-02-01,27,110,0.66,304
415,2026-03-01,60,133,0.53,616
415,2026-04-01,31,147,0.47,1027
415,2026-05-01,37,121,0.8,456
415,2026-06-01,32,146,0.5,631
415,2026-07-01,41,120,0.61,291
416,2024-08-01,1,27,0.86,63
416,2024-09-01,1,37,0.43,147
416,2024-10-01,1,28,0.76,163
416,2024-11-01,1,46,0.38,250
416,2024-12-01,1,32,0.52,201
416,2025-01-01,1,33,0.81,121
416,2025-02-01,1,44,0.81,176
416,2025-03-01,1,30,0.72,130
416,2025-04-01,1,10,0.6,37
416,2025-05-01,1,43,0.72,237
416,2025-06-01,1,23,0.69,174
416,2025-07-01,1,41,0.67,245
416,2025-08-01,1,19,0.42,57
416,2025-09-01,1,38,0.55,303
416,2025-10-01,1,31,0.64,88
416,2025-11-01,1,47,0.61,268
416,2025-12-01,1,23,0.45,150
416,2026-01-01,1,24,0.43,86
416,2026-02-01,1,15,0.52,50
416,2026-03-01,1,22,0.62,144
416,2026-04-01,1,21,0.82,145
416,2026-05-01,1,35,0.63,180
416,2026-06-01,1,23,0.63,103
416,2026-07-01,1,28,0.59,195
417,2026-02-01,1,15,0.6,67
417,2026-03-01,1,34,0.71,141
417,2026-04-01,1,23,0.75,54
417,2026-05-01,1,38,0.47,287
417,2026-06-01,1,38,0.66,97
417,2026-07-01,2,15,0.54,69
418,2025-02-01,88,318,0.88,2526
418,2025-03-01,125,325,0.99,2402
418,2025-04-01,97,302,0.59,653
418,2025-05-01,132,296,0.66,2071
418,2025-06-01,58,291,0.75,1912
418,2025-07-01,52,305,0.63,2341
418,2025-08-01,67,311,0.24,1170
418,2025-09-01,65,310,0.51,2240
418,2025-10-01,91,294,0.71,1876
418,2025-11-01,111,326,0.53,976
418,2025-12-01,111,294,0.74,864
418,2026-01-01,137,324,0.63,2398
418,2026-02-01,59,292,0.65,1010
418,2026-03-01,69,292,0.45,2274
418,2026-04-01,130,320,0.61,2395
418,2026-05-01,80,295,0.73,751
418,2026-06-01,128,320,0.43,1803
418,2026-07-01,93,314,0.59,1389
419,2025-10-01,1,36,0.34,115
419,2025-11-01,3,46,0.44,99
419,2025-12-01,3,42,0.91,120
419,2026-01-01,3,22,0.61,92
419,2026-02-01,1,18,0.45,47
419,2026-03-01,3,10,0.41,53
419,2026-04-01,2,33,0.61,251
419,2026-05-01,2,38,0.54,114
419,2026-06-01,2,49,0.41,336
419,2026-07-01,1,20,0.52,138
420,2024-08-01,8,67,0.79,400
420,2024-09-01,7,61,0.55,160
420,2024-10-01,6,78,0.54,618
420,2024-11-01,5,79,0.88,547
420,2024-12-01,7,63,0.77,407
420,2025-01-01,6,52,0.7,334
420,2025-02-01,4,53,0.71,238
420,2025-03-01,8,60,0.35,333
420,2025-04-01,4,53,0.63,297
